ID,Reason for absence,Month of absence,Day of the week,Seasons,Transportation expense,Distance from Residence to Work,Service time,Age,Birth date,Hire date,Work load Average/day ,Hit target,Disciplinary failure,Education,Children,Drinker,Smoker,Pet,Weight,Height,Body mass index,Absenteeism time in hours,HI1_WorkSatisfaction,HI2_LikesManager,HI3_EnjoysColleagues,HI4_WantstoStay,,,,
36,23,7,6,1,118,13,18,50,4/1/1968,3/27/1988,"230,290",92,0,1,1,1,0,0,98,178,31,1,2,3,3,1,,,,
34,18,8,3,2,118,10,10,37,3/29/1981,3/24/2001,"244,387",98,0,1,0,0,0,0,83,172,28,8,2,4,3,2,,,,
36,23,8,6,3,118,13,18,50,4/1/1968,3/27/1988,"244,387",98,0,1,1,1,0,0,98,178,31,2,1,3,3,1,,,,
34,11,8,4,3,118,10,10,37,3/29/1981,3/24/2001,"239,409",98,0,1,0,0,0,0,83,172,28,2,2,4,3,2,,,,
34,10,8,2,3,118,10,10,37,3/29/1981,3/24/2001,"246,288",91,0,1,0,0,0,0,83,172,28,8,1,4,2,2,,,,
34,10,8,4,3,118,10,10,37,3/29/1981,3/24/2001,"246,288",91,0,1,0,0,0,0,83,172,28,2,2,5,3,1,,,,
36,23,8,5,3,118,13,18,50,4/1/1968,3/27/1988,"326,452",96,0,1,1,1,0,0,98,178,31,1,1,5,3,2,,,,
36,23,8,2,3,118,13,18,50,4/1/1968,3/27/1988,"239,409",98,0,1,1,1,0,0,98,178,31,1,2,4,3,2,,,,
36,13,8,4,3,118,13,18,50,4/1/1968,3/27/1988,"239,409",98,0,1,1,1,0,0,98,178,31,120,2,4,2,2,,,,
36,23,8,3,3,118,13,18,50,4/1/1968,3/27/1988,"246,288",91,0,1,1,1,0,0,98,178,31,3,2,4,3,1,,,,
36,14,8,5,3,118,13,18,50,4/1/1968,3/27/1988,"246,288",91,0,1,1,1,0,0,98,178,31,2,1,4,3,1,,,,
1,1,8,2,3,235,11,14,37,3/29/1981,3/24/2001,"246,074",99,0,3,1,0,0,1,88,172,29,8,2,3,2,1,,,,
1,22,8,2,3,235,11,14,37,3/29/1981,3/24/2001,"237,656",99,0,3,1,0,0,1,88,172,29,8,2,5,3,2,,,,
3,18,8,3,3,179,51,18,38,3/29/1980,3/24/2000,"378,884",92,0,1,0,1,0,0,89,170,31,8,1,4,3,1,,,,
3,12,8,3,3,179,51,18,38,3/29/1980,3/24/2000,"378,884",92,0,1,0,1,0,0,89,170,31,1,1,5,3,2,,,,
3,28,8,4,3,179,51,18,38,3/29/1980,3/24/2000,"246,074",99,0,1,0,1,0,0,89,170,31,4,1,3,3,1,,,,
5,13,8,2,3,235,20,13,43,3/31/1975,3/26/1995,"246,074",99,0,1,1,1,0,0,106,167,38,16,2,4,3,2,,,,
5,26,8,4,3,235,20,13,43,3/31/1975,3/26/1995,"237,656",99,0,1,1,1,0,0,106,167,38,8,1,4,3,1,,,,
7,0,8,4,3,279,5,14,39,3/30/1979,3/25/1999,"378,884",92,1,1,2,1,1,0,68,168,24,0,3,1,4,4,,,,
9,18,8,4,3,228,14,16,58,4/3/1960,3/29/1980,"246,074",99,0,1,2,0,0,1,65,172,22,8,3,4,3,3,,,,
10,23,8,5,3,361,52,3,28,3/27/1990,3/22/2010,"246,074",99,0,1,1,1,0,4,80,172,27,1,1,3,3,1,,,,
10,7,8,2,3,361,52,3,28,3/27/1990,3/22/2010,"237,656",99,0,1,1,1,0,4,80,172,27,8,2,5,2,1,,,,
11,13,8,4,3,289,36,13,33,3/28/1985,3/23/2005,"378,884",92,0,1,2,1,0,1,90,172,30,8,3,2,2,2,,,,
11,13,8,4,3,289,36,13,33,3/28/1985,3/23/2005,"378,884",92,0,1,2,1,0,1,90,172,30,24,1,3,3,4,,,,
13,10,8,2,3,369,17,12,31,3/28/1987,3/23/2007,"246,074",99,0,1,3,1,0,0,70,169,25,8,4,2,3,4,,,,
14,28,8,5,3,155,12,14,34,3/28/1984,3/23/2004,"378,884",92,0,1,2,1,0,0,95,196,25,2,3,3,4,3,,,,
14,28,8,2,3,155,12,14,34,3/28/1984,3/23/2004,"378,884",92,0,1,2,1,0,0,95,196,25,1,3,4,2,3,,,,
14,28,8,2,3,155,12,14,34,3/28/1984,3/23/2004,"378,884",92,0,1,2,1,0,0,95,196,25,2,3,5,3,4,,,,
14,10,8,2,3,155,12,14,34,3/28/1984,3/23/2004,"237,656",99,0,1,2,1,0,0,95,196,25,48,4,1,2,1,,,,
14,23,8,4,3,155,12,14,34,3/28/1984,3/23/2004,"237,656",99,0,1,2,1,0,0,95,196,25,2,2,2,4,5,,,,
14,10,8,6,3,155,12,14,34,3/28/1984,3/23/2004,"237,656",99,0,1,2,1,0,0,95,196,25,8,4,2,4,4,,,,
15,28,8,5,3,291,31,12,40,3/30/1978,3/25/1998,"237,656",99,0,1,1,1,0,1,73,171,25,2,2,4,2,2,,,,
15,22,8,4,3,291,31,12,40,3/30/1978,3/25/1998,"237,656",99,0,1,1,1,0,1,73,171,25,8,1,3,3,1,,,,
15,28,8,5,3,291,31,12,40,3/30/1978,3/25/1998,"237,656",99,0,1,1,1,0,1,73,171,25,2,2,5,3,1,,,,
17,11,8,2,3,179,22,17,40,3/30/1978,3/25/1998,"246,074",99,0,2,2,0,1,0,63,170,22,2,3,5,2,3,,,,
17,8,8,2,3,179,22,17,40,3/30/1978,3/25/1998,"246,074",99,0,2,2,0,1,0,63,170,22,3,4,3,1,3,,,,
17,16,8,6,3,179,22,17,40,3/30/1978,3/25/1998,"237,656",99,0,2,2,0,1,0,63,170,22,1,1,3,4,3,,,,
1,23,8,5,1,235,11,14,37,3/29/1981,3/24/2001,"205,917",92,0,3,1,0,0,1,88,172,29,4,2,4,3,1,,,,
1,23,8,3,1,235,11,14,37,3/29/1981,3/24/2001,"265,615",94,0,3,1,0,0,1,88,172,29,1,1,5,2,2,,,,
1,19,8,5,1,235,11,14,37,3/29/1981,3/24/2001,"265,615",94,0,3,1,0,0,1,88,172,29,8,2,5,2,1,,,,
1,23,8,3,1,235,11,14,37,3/29/1981,3/24/2001,"249,797",93,0,3,1,0,0,1,88,172,29,4,1,5,3,1,,,,
2,18,8,5,1,235,29,12,48,4/1/1970,3/27/1990,"205,917",92,0,1,1,0,1,5,88,163,33,8,2,4,3,1,,,,
2,18,8,2,1,235,29,12,48,4/1/1970,3/27/1990,"205,917",92,0,1,1,0,1,5,88,163,33,8,1,5,3,2,,,,
2,28,8,6,1,235,29,12,48,4/1/1970,3/27/1990,"205,917",92,0,1,1,0,1,5,88,163,33,8,2,4,3,1,,,,
3,11,8,2,1,179,51,18,38,3/29/1980,3/24/2000,"205,917",92,0,1,0,1,0,0,89,170,31,1,1,3,3,2,,,,
3,23,8,6,1,179,51,18,38,3/29/1980,3/24/2000,"205,917",92,0,1,0,1,0,0,89,170,31,2,2,4,3,2,,,,
3,18,8,2,1,179,51,18,38,3/29/1980,3/24/2000,"205,917",92,0,1,0,1,0,0,89,170,31,8,2,5,3,1,,,,
3,23,8,2,1,179,51,18,38,3/29/1980,3/24/2000,"205,917",92,0,1,0,1,0,0,89,170,31,2,2,3,2,1,,,,
3,23,8,3,1,179,51,18,38,3/29/1980,3/24/2000,"241,476",92,0,1,0,1,0,0,89,170,31,4,1,3,2,2,,,,
3,23,8,3,1,179,51,18,38,3/29/1980,3/24/2000,"241,476",92,0,1,0,1,0,0,89,170,31,3,2,3,3,2,,,,
3,25,8,5,1,179,51,18,38,3/29/1980,3/24/2000,"249,797",93,0,1,0,1,0,0,89,170,31,4,2,4,2,1,,,,
3,25,8,2,1,179,51,18,38,3/29/1980,3/24/2000,"249,797",93,0,1,0,1,0,0,89,170,31,4,1,4,3,2,,,,
5,19,8,3,1,235,20,13,43,3/31/1975,3/26/1995,"241,476",92,0,1,1,1,0,0,106,167,38,8,2,5,2,2,,,,
5,26,8,3,1,235,20,13,43,3/31/1975,3/26/1995,"249,797",93,0,1,1,1,0,0,106,167,38,8,2,4,3,2,,,,
9,18,8,3,1,228,14,16,58,4/3/1960,3/29/1980,"265,615",94,0,1,2,0,0,1,65,172,22,8,4,2,5,4,,,,
10,13,8,2,1,361,52,3,28,3/27/1990,3/22/2010,"205,917",92,0,1,1,1,0,4,80,172,27,40,1,3,2,1,,,,
10,25,8,2,1,361,52,3,28,3/27/1990,3/22/2010,"205,917",92,0,1,1,1,0,4,80,172,27,7,1,4,2,2,,,,
10,23,8,2,1,361,52,3,28,3/27/1990,3/22/2010,"205,917",92,0,1,1,1,0,4,80,172,27,1,1,4,3,2,,,,
10,8,8,3,1,361,52,3,28,3/27/1990,3/22/2010,"265,615",94,0,1,1,1,0,4,80,172,27,8,2,4,2,1,,,,
11,18,8,2,1,289,36,13,33,3/28/1985,3/23/2005,"205,917",92,0,1,2,1,0,1,90,172,30,8,4,2,2,2,,,,
11,23,8,3,1,289,36,13,33,3/28/1985,3/23/2005,"205,917",92,0,1,2,1,0,1,90,172,30,1,1,4,1,3,,,,
11,18,8,4,1,289,36,13,33,3/28/1985,3/23/2005,"205,917",92,0,1,2,1,0,1,90,172,30,8,3,4,5,2,,,,
11,24,8,3,1,289,36,13,33,3/28/1985,3/23/2005,"205,917",92,0,1,2,1,0,1,90,172,30,8,2,4,4,3,,,,
11,19,8,6,1,289,36,13,33,3/28/1985,3/23/2005,"265,615",94,0,1,2,1,0,1,90,172,30,8,3,3,4,3,,,,
11,23,8,2,1,289,36,13,33,3/28/1985,3/23/2005,"265,615",94,0,1,2,1,0,1,90,172,30,1,1,2,4,1,,,,
11,23,8,3,1,289,36,13,33,3/28/1985,3/23/2005,"265,615",94,0,1,2,1,0,1,90,172,30,4,2,3,1,3,,,,
11,26,8,3,1,289,36,13,33,3/28/1985,3/23/2005,"249,797",93,0,1,2,1,0,1,90,172,30,8,5,2,4,2,,,,
14,23,8,4,1,155,12,14,34,3/28/1984,3/23/2004,"241,476",92,0,1,2,1,0,0,95,196,25,2,2,1,2,2,,,,
15,23,8,5,1,291,31,12,40,3/30/1978,3/25/1998,"241,476",92,0,1,1,1,0,1,73,171,25,4,1,3,3,1,,,,
15,28,8,5,1,291,31,12,40,3/30/1978,3/25/1998,"249,797",93,0,1,1,1,0,1,73,171,25,4,2,4,2,2,,,,
15,28,8,5,1,291,31,12,40,3/30/1978,3/25/1998,"249,797",93,0,1,1,1,0,1,73,171,25,2,2,4,2,1,,,,
17,25,8,2,1,179,22,17,40,3/30/1978,3/25/1998,"249,797",93,0,2,2,0,1,0,63,170,22,1,5,4,3,2,,,,
17,25,8,3,1,179,22,17,40,3/30/1978,3/25/1998,"249,797",93,0,2,2,0,1,0,63,170,22,8,4,1,3,3,,,,
18,10,8,4,1,330,16,4,28,3/27/1990,3/22/2010,"205,917",92,0,2,0,0,0,0,84,182,25,8,2,4,3,1,,,,
18,23,8,5,1,330,16,4,28,3/27/1990,3/22/2010,"249,797",93,0,2,0,0,0,0,84,182,25,16,1,4,2,2,,,,
19,11,8,5,1,291,50,12,32,3/28/1986,3/23/2006,"205,917",92,0,1,0,1,0,0,65,169,23,4,1,4,2,1,,,,
20,28,8,6,1,260,50,11,36,3/29/1982,3/24/2002,"205,917",92,0,1,4,1,0,0,65,168,23,4,4,1,4,5,,,,
20,23,8,6,1,260,50,11,36,3/29/1982,3/24/2002,"205,917",92,0,1,4,1,0,0,65,168,23,4,4,2,4,5,,,,
20,28,8,6,1,260,50,11,36,3/29/1982,3/24/2002,"265,615",94,0,1,4,1,0,0,65,168,23,4,5,1,4,5,,,,
20,28,8,2,1,260,50,11,36,3/29/1982,3/24/2002,"249,797",93,0,1,4,1,0,0,65,168,23,3,5,1,3,4,,,,
21,11,8,5,1,268,11,8,33,3/28/1985,3/23/2005,"265,615",94,0,2,0,0,0,0,79,178,25,8,2,3,2,1,,,,
22,23,8,5,1,179,26,9,30,3/27/1988,3/22/2008,"265,615",94,0,3,0,0,0,0,56,171,19,1,1,3,3,2,,,,
24,28,8,3,1,246,25,16,41,3/30/1977,3/25/1997,"249,797",93,0,1,0,1,0,0,67,170,23,4,1,5,2,1,,,,
24,28,8,3,1,246,25,16,41,3/30/1977,3/25/1997,"249,797",93,0,1,0,1,0,0,67,170,23,1,2,5,3,1,,,,
26,13,8,5,1,300,26,13,43,3/31/1975,3/26/1995,"265,615",94,0,1,2,1,1,1,77,175,25,1,3,3,4,3,,,,
26,14,8,5,1,300,26,13,43,3/31/1975,3/26/1995,"265,615",94,0,1,2,1,1,1,77,175,25,2,1,1,2,3,,,,
27,23,8,3,1,184,42,7,27,3/27/1991,3/22/2011,"241,476",92,0,1,0,0,0,0,58,167,21,2,1,3,2,1,,,,
27,6,8,4,1,184,42,7,27,3/27/1991,3/22/2011,"265,615",94,0,1,0,0,0,0,58,167,21,8,2,3,2,1,,,,
30,28,8,4,1,157,27,6,29,3/27/1989,3/22/2009,"205,917",92,0,1,0,1,1,0,75,185,22,4,1,4,2,1,,,,
30,19,8,6,1,157,27,6,29,3/27/1989,3/22/2009,"265,615",94,0,1,0,1,1,0,75,185,22,3,2,5,2,1,,,,
33,23,8,4,1,248,25,14,47,4/1/1971,3/27/1991,"205,917",92,0,1,2,0,0,1,86,165,32,2,1,5,4,3,,,,
33,23,8,4,1,248,25,14,47,4/1/1971,3/27/1991,"265,615",94,0,1,2,0,0,1,86,165,32,1,1,2,4,3,,,,
33,25,8,2,1,248,25,14,47,4/1/1971,3/27/1991,"265,615",94,0,1,2,0,0,1,86,165,32,2,4,4,1,3,,,,
34,23,8,2,1,118,10,10,37,3/29/1981,3/24/2001,"241,476",92,0,1,0,0,0,0,83,172,28,4,1,4,3,2,,,,
34,23,8,2,1,118,10,10,37,3/29/1981,3/24/2001,"241,476",92,0,1,0,0,0,0,83,172,28,3,1,4,3,1,,,,
34,28,8,3,1,118,10,10,37,3/29/1981,3/24/2001,"249,797",93,0,1,0,0,0,0,83,172,28,4,2,4,2,1,,,,
34,28,8,3,1,118,10,10,37,3/29/1981,3/24/2001,"249,797",93,0,1,0,0,0,0,83,172,28,5,1,3,2,2,,,,
36,13,8,5,1,118,13,18,50,4/1/1968,3/27/1988,"265,615",94,0,1,1,1,0,0,98,178,31,3,2,3,3,2,,,,
36,23,8,5,1,118,13,18,50,4/1/1968,3/27/1988,"265,615",94,0,1,1,1,0,0,98,178,31,1,1,3,2,1,,,,
3,23,9,4,4,179,51,18,38,3/29/1980,3/24/2000,"241,476",92,0,1,0,1,0,0,89,170,31,3,2,4,3,1,,,,
3,23,9,6,4,179,51,18,38,3/29/1980,3/24/2000,"241,476",92,0,1,0,1,0,0,89,170,31,3,1,4,2,1,,,,
3,11,9,2,1,179,51,18,38,3/29/1980,3/24/2000,"294,217",81,0,1,0,1,0,0,89,170,31,8,2,5,3,2,,,,
3,23,9,6,1,179,51,18,38,3/29/1980,3/24/2000,"294,217",81,0,1,0,1,0,0,89,170,31,3,2,4,3,2,,,,
3,13,9,4,1,179,51,18,38,3/29/1980,3/24/2000,"294,217",81,0,1,0,1,0,0,89,170,31,8,1,3,2,1,,,,
3,23,9,5,1,179,51,18,38,3/29/1980,3/24/2000,"294,217",81,0,1,0,1,0,0,89,170,31,1,2,4,2,2,,,,
3,13,9,2,4,179,51,18,38,3/29/1980,3/24/2000,"294,217",81,0,1,0,1,0,0,89,170,31,8,2,3,2,1,,,,
3,23,9,2,1,179,51,18,38,3/29/1980,3/24/2000,"261,756",87,0,1,0,1,0,0,89,170,31,4,2,4,2,1,,,,
5,0,9,5,1,235,20,13,43,3/31/1975,3/26/1995,"294,217",81,1,1,1,1,0,0,106,167,38,0,2,5,2,1,,,,
5,26,9,4,4,235,20,13,43,3/31/1975,3/26/1995,"294,217",81,0,1,1,1,0,0,106,167,38,8,1,5,2,1,,,,
5,0,9,5,4,235,20,13,43,3/31/1975,3/26/1995,"294,217",81,1,1,1,1,0,0,106,167,38,0,2,4,2,2,,,,
8,0,9,3,1,231,35,14,39,3/30/1979,3/25/1999,"294,217",81,1,1,2,1,0,2,100,170,35,0,4,5,4,2,,,,
10,22,9,3,4,361,52,3,28,3/27/1990,3/22/2010,"261,756",87,0,1,1,1,0,4,80,172,27,8,2,3,3,1,,,,
11,0,9,3,4,289,36,13,33,3/28/1985,3/23/2005,"241,476",92,1,1,2,1,0,1,90,172,30,0,1,2,4,3,,,,
11,19,9,4,1,289,36,13,33,3/28/1985,3/23/2005,"294,217",81,0,1,2,1,0,1,90,172,30,24,5,2,2,4,,,,
13,0,9,4,4,369,17,12,31,3/28/1987,3/23/2007,"241,476",92,1,1,3,1,0,0,70,169,25,0,5,2,3,5,,,,
13,23,9,3,4,369,17,12,31,3/28/1987,3/23/2007,"261,756",87,0,1,3,1,0,0,70,169,25,8,4,2,4,4,,,,
14,23,9,3,1,155,12,14,34,3/28/1984,3/23/2004,"261,756",87,0,1,2,1,0,0,95,196,25,2,4,4,4,2,,,,
15,14,9,2,4,291,31,12,40,3/30/1978,3/25/1998,"241,476",92,0,1,1,1,0,1,73,171,25,32,2,3,3,1,,,,
15,28,9,3,1,291,31,12,40,3/30/1978,3/25/1998,"294,217",81,0,1,1,1,0,1,73,171,25,3,2,4,2,1,,,,
15,28,9,6,1,291,31,12,40,3/30/1978,3/25/1998,"294,217",81,0,1,1,1,0,1,73,171,25,4,2,4,2,1,,,,
15,28,9,6,4,291,31,12,40,3/30/1978,3/25/1998,"294,217",81,0,1,1,1,0,1,73,171,25,3,2,5,2,1,,,,
15,7,9,2,4,291,31,12,40,3/30/1978,3/25/1998,"294,217",81,0,1,1,1,0,1,73,171,25,40,2,4,3,1,,,,
15,28,9,5,1,291,31,12,40,3/30/1978,3/25/1998,"261,756",87,0,1,1,1,0,1,73,171,25,2,1,4,3,2,,,,
19,0,9,3,1,291,50,12,32,3/28/1986,3/23/2006,"294,217",81,1,1,0,1,0,0,65,169,23,0,1,4,2,1,,,,
20,22,9,6,1,260,50,11,36,3/29/1982,3/24/2002,"241,476",92,0,1,4,1,0,0,65,168,23,8,4,2,4,5,,,,
20,0,9,2,4,260,50,11,36,3/29/1982,3/24/2002,"241,476",92,1,1,4,1,0,0,65,168,23,0,5,2,3,5,,,,
20,23,9,6,4,260,50,11,36,3/29/1982,3/24/2002,"241,476",92,0,1,4,1,0,0,65,168,23,4,4,1,3,5,,,,
20,28,9,6,1,260,50,11,36,3/29/1982,3/24/2002,"294,217",81,0,1,4,1,0,0,65,168,23,4,5,1,3,5,,,,
22,23,9,6,1,179,26,9,30,3/27/1988,3/22/2008,"261,756",87,0,3,0,0,0,0,56,171,19,8,2,4,3,2,,,,
22,23,9,2,1,179,26,9,30,3/27/1988,3/22/2008,"261,756",87,0,3,0,0,0,0,56,171,19,2,1,4,3,2,,,,
24,9,9,2,1,246,25,16,41,3/30/1977,3/25/1997,"294,217",81,0,1,0,1,0,0,67,170,23,16,2,3,2,1,,,,
24,9,9,4,1,246,25,16,41,3/30/1977,3/25/1997,"294,217",81,0,1,0,1,0,0,67,170,23,32,1,5,3,1,,,,
24,28,9,3,1,246,25,16,41,3/30/1977,3/25/1997,"261,756",87,0,1,0,1,0,0,67,170,23,1,2,4,3,2,,,,
24,28,9,3,1,246,25,16,41,3/30/1977,3/25/1997,"261,756",87,0,1,0,1,0,0,67,170,23,1,2,4,2,2,,,,
28,23,9,3,4,225,26,9,28,3/27/1990,3/22/2010,"241,476",92,0,1,1,0,0,2,69,169,24,2,2,3,3,2,,,,
28,18,9,4,4,225,26,9,28,3/27/1990,3/22/2010,"241,476",92,0,1,1,0,0,2,69,169,24,3,1,3,2,2,,,,
28,23,9,4,1,225,26,9,28,3/27/1990,3/22/2010,"261,756",87,0,1,1,0,0,2,69,169,24,1,2,5,3,1,,,,
29,0,9,2,4,225,26,9,28,3/27/1990,3/22/2010,"241,476",92,1,1,1,0,0,2,69,169,24,0,2,4,3,1,,,,
33,23,9,6,4,248,25,14,47,4/1/1971,3/27/1991,"241,476",92,0,1,2,0,0,1,86,165,32,1,4,1,1,1,,,,
33,23,9,6,1,248,25,14,47,4/1/1971,3/27/1991,"261,756",87,0,1,2,0,0,1,86,165,32,1,3,3,3,3,,,,
34,23,9,3,4,118,10,10,37,3/29/1981,3/24/2001,"241,476",92,0,1,0,0,0,0,83,172,28,2,1,4,2,1,,,,
34,28,9,3,1,118,10,10,37,3/29/1981,3/24/2001,"261,756",87,0,1,0,0,0,0,83,172,28,3,1,4,2,2,,,,
36,0,9,3,4,118,13,18,50,4/1/1968,3/27/1988,"241,476",92,1,1,1,1,0,0,98,178,31,0,1,5,3,2,,,,
36,28,9,5,4,118,13,18,50,4/1/1968,3/27/1988,"294,217",81,0,1,1,1,0,0,98,178,31,1,2,3,3,1,,,,
3,23,10,3,4,179,51,18,38,3/29/1980,3/24/2000,"253,465",93,0,1,0,1,0,0,89,170,31,3,1,3,3,2,,,,
3,23,10,6,4,179,51,18,38,3/29/1980,3/24/2000,"253,465",93,0,1,0,1,0,0,89,170,31,3,2,3,2,2,,,,
3,23,10,4,4,179,51,18,38,3/29/1980,3/24/2000,"253,465",93,0,1,0,1,0,0,89,170,31,8,2,3,3,1,,,,
3,28,10,4,4,179,51,18,38,3/29/1980,3/24/2000,"284,853",91,0,1,0,1,0,0,89,170,31,3,2,5,2,1,,,,
5,0,10,4,4,235,20,13,43,3/31/1975,3/26/1995,"265,017",88,1,1,1,1,0,0,106,167,38,0,1,3,3,2,,,,
5,0,10,6,4,235,20,13,43,3/31/1975,3/26/1995,"265,017",88,1,1,1,1,0,0,106,167,38,0,2,4,3,2,,,,
5,23,10,2,4,235,20,13,43,3/31/1975,3/26/1995,"265,017",88,0,1,1,1,0,0,106,167,38,2,1,5,3,1,,,,
5,23,10,2,4,235,20,13,43,3/31/1975,3/26/1995,"265,017",88,0,1,1,1,0,0,106,167,38,2,2,4,3,2,,,,
6,23,10,2,4,189,29,13,33,3/28/1985,3/23/2005,"284,853",91,0,1,2,0,0,2,69,167,25,8,4,2,4,2,,,,
9,1,10,4,4,228,14,16,58,4/3/1960,3/29/1980,"284,853",91,0,1,2,0,0,1,65,172,22,1,2,4,5,3,,,,
10,23,10,6,4,361,52,3,28,3/27/1990,3/22/2010,"253,465",93,0,1,1,1,0,4,80,172,27,1,1,4,3,2,,,,
10,10,10,2,4,361,52,3,28,3/27/1990,3/22/2010,"265,017",88,0,1,1,1,0,4,80,172,27,8,2,5,2,1,,,,
11,26,10,4,4,289,36,13,33,3/28/1985,3/23/2005,"253,465",93,0,1,2,1,0,1,90,172,30,8,2,4,5,5,,,,
11,19,10,5,4,289,36,13,33,3/28/1985,3/23/2005,"265,017",88,0,1,2,1,0,1,90,172,30,16,2,5,3,4,,,,
13,23,10,3,4,369,17,12,31,3/28/1987,3/23/2007,"284,853",91,0,1,3,1,0,0,70,169,25,8,4,1,4,4,,,,
13,23,10,3,4,369,17,12,31,3/28/1987,3/23/2007,"284,853",91,0,1,3,1,0,0,70,169,25,3,4,2,3,4,,,,
13,26,10,3,4,369,17,12,31,3/28/1987,3/23/2007,"284,853",91,0,1,3,1,0,0,70,169,25,8,5,1,3,5,,,,
13,10,10,5,4,369,17,12,31,3/28/1987,3/23/2007,"284,853",91,0,1,3,1,0,0,70,169,25,8,4,2,3,5,,,,
13,10,10,6,4,369,17,12,31,3/28/1987,3/23/2007,"284,853",91,0,1,3,1,0,0,70,169,25,8,4,1,4,5,,,,
15,23,10,5,4,291,31,12,40,3/30/1978,3/25/1998,"253,465",93,0,1,1,1,0,1,73,171,25,5,1,4,2,1,,,,
15,14,10,3,4,291,31,12,40,3/30/1978,3/25/1998,"253,465",93,0,1,1,1,0,1,73,171,25,8,2,4,3,1,,,,
15,28,10,3,4,291,31,12,40,3/30/1978,3/25/1998,"265,017",88,0,1,1,1,0,1,73,171,25,4,1,3,3,1,,,,
15,0,10,3,4,291,31,12,40,3/30/1978,3/25/1998,"265,017",88,1,1,1,1,0,1,73,171,25,0,2,3,2,2,,,,
15,28,10,4,4,291,31,12,40,3/30/1978,3/25/1998,"284,853",91,0,1,1,1,0,1,73,171,25,2,2,4,3,1,,,,
15,23,10,6,4,291,31,12,40,3/30/1978,3/25/1998,"284,853",91,0,1,1,1,0,1,73,171,25,1,2,4,3,2,,,,
15,23,10,4,4,291,31,12,40,3/30/1978,3/25/1998,"284,853",91,0,1,1,1,0,1,73,171,25,1,1,5,3,2,,,,
20,19,10,5,4,260,50,11,36,3/29/1982,3/24/2002,"253,465",93,0,1,4,1,0,0,65,168,23,16,5,2,3,4,,,,
20,28,10,6,4,260,50,11,36,3/29/1982,3/24/2002,"253,465",93,0,1,4,1,0,0,65,168,23,3,4,2,3,5,,,,
20,28,10,6,4,260,50,11,36,3/29/1982,3/24/2002,"265,017",88,0,1,4,1,0,0,65,168,23,3,4,1,3,5,,,,
20,0,10,3,4,260,50,11,36,3/29/1982,3/24/2002,"265,017",88,1,1,4,1,0,0,65,168,23,0,5,1,4,5,,,,
22,23,10,5,4,179,26,9,30,3/27/1988,3/22/2008,"253,465",93,0,3,0,0,0,0,56,171,19,1,2,4,2,1,,,,
22,1,10,4,4,179,26,9,30,3/27/1988,3/22/2008,"265,017",88,0,3,0,0,0,0,56,171,19,64,2,4,2,2,,,,
22,23,10,5,4,179,26,9,30,3/27/1988,3/22/2008,"265,017",88,0,3,0,0,0,0,56,171,19,16,1,5,3,2,,,,
22,1,10,4,4,179,26,9,30,3/27/1988,3/22/2008,"265,017",88,0,3,0,0,0,0,56,171,19,5,1,5,2,1,,,,
22,7,10,4,4,179,26,9,30,3/27/1988,3/22/2008,"265,017",88,0,3,0,0,0,0,56,171,19,5,2,3,3,2,,,,
24,26,10,6,4,246,25,16,41,3/30/1977,3/25/1997,"284,853",91,0,1,0,1,0,0,67,170,23,8,2,4,2,1,,,,
25,11,10,5,4,235,16,8,32,3/28/1986,3/23/2006,"284,853",91,0,3,0,0,0,0,75,178,25,3,2,3,2,1,,,,
25,6,10,2,4,235,16,8,32,3/28/1986,3/23/2006,"284,853",91,0,3,0,0,0,0,75,178,25,8,1,4,3,1,,,,
28,23,10,6,4,225,26,9,28,3/27/1990,3/22/2010,"253,465",93,0,1,1,0,0,2,69,169,24,3,2,4,2,2,,,,
28,23,10,4,4,225,26,9,28,3/27/1990,3/22/2010,"253,465",93,0,1,1,0,0,2,69,169,24,2,2,4,3,2,,,,
28,23,10,4,4,225,26,9,28,3/27/1990,3/22/2010,"253,465",93,0,1,1,0,0,2,69,169,24,3,1,4,3,2,,,,
28,28,10,3,4,225,26,9,28,3/27/1990,3/22/2010,"253,465",93,0,1,1,0,0,2,69,169,24,2,1,5,2,1,,,,
28,23,10,3,4,225,26,9,28,3/27/1990,3/22/2010,"284,853",91,0,1,1,0,0,2,69,169,24,2,1,5,3,1,,,,
28,23,10,3,4,225,26,9,28,3/27/1990,3/22/2010,"284,853",91,0,1,1,0,0,2,69,169,24,4,1,5,3,1,,,,
28,13,10,5,4,225,26,9,28,3/27/1990,3/22/2010,"284,853",91,0,1,1,0,0,2,69,169,24,1,2,4,3,2,,,,
28,10,10,6,4,225,26,9,28,3/27/1990,3/22/2010,"284,853",91,0,1,1,0,0,2,69,169,24,3,1,3,3,1,,,,
28,0,10,2,4,225,26,9,28,3/27/1990,3/22/2010,"284,853",91,1,1,1,0,0,2,69,169,24,0,1,3,3,2,,,,
28,13,10,3,4,225,26,9,28,3/27/1990,3/22/2010,"284,853",91,0,1,1,0,0,2,69,169,24,3,1,5,2,1,,,,
30,0,10,3,4,157,27,6,29,3/27/1989,3/22/2009,"265,017",88,1,1,0,1,1,0,75,185,22,0,1,5,2,2,,,,
32,4,10,5,4,289,48,29,49,4/1/1969,3/27/1989,"284,853",91,0,1,0,0,0,2,108,172,36,1,1,4,2,2,,,,
